"Name"	"Measurement 3"
"Description"	""
"Date"	"2/25/2025 2:12:24 PM"
"Voltage(kV)"	"50"
"Current(uA)"	"98"
"Measurement time(s)"	"100"
"Dead time(%)"	"26.30"
"CountRate"	"153894.42"
"Processing Time"	"Process 2"
"Filter"	"None"
"Collimator"	"3 mm"
"Channel"	"4096"
"10.85"	"2764"
"10.86"	"2844"
"10.87"	"2825"
"10.88"	"2818"
"10.89"	"2780"
"10.90"	"2834"
"10.91"	"2820"
"10.92"	"2914"
"10.93"	"2831"
"10.94"	"2828"
"10.95"	"2828"
"10.96"	"2816"
"10.97"	"2774"
"10.98"	"2712"
"10.99"	"2742"
"11.00"	"2894"
"11.01"	"2742"
"11.02"	"2760"
"11.03"	"2743"
"11.04"	"2707"
"11.05"	"2733"
"11.06"	"2701"
"11.07"	"2719"
"11.08"	"2793"
"11.09"	"2811"
"11.10"	"2764"
"11.11"	"2719"
"11.12"	"2696"
"11.13"	"2692"
"11.14"	"2723"
"11.15"	"2780"
"11.16"	"2749"
"11.17"	"2711"
"11.18"	"2695"
"11.19"	"2697"
"11.20"	"2757"
"11.21"	"2786"
"11.22"	"2671"
"11.23"	"2713"
"11.24"	"2799"
"11.25"	"2841"
"11.26"	"2700"
"11.27"	"2758"
"11.28"	"2805"
"11.29"	"2834"
"11.30"	"2802"
"11.31"	"2818"
"11.32"	"2710"
"11.33"	"2741"
"11.34"	"2799"
"11.35"	"2791"
"11.36"	"2788"
"11.37"	"2752"
"11.38"	"2821"
"11.39"	"2787"
"11.40"	"2844"
"11.41"	"2862"
"11.42"	"2910"
"11.43"	"2846"
"11.44"	"2864"
"11.45"	"2882"
"11.46"	"2828"
"11.47"	"2728"
"11.48"	"2829"
"11.49"	"2885"
"11.50"	"2876"
"11.51"	"2888"
"11.52"	"2806"
"11.53"	"2863"
"11.54"	"2898"
"11.55"	"2855"
"11.56"	"2849"
"11.57"	"2869"
"11.58"	"2900"
"11.59"	"2842"
"11.60"	"2861"
"11.61"	"2892"
"11.62"	"2933"
"11.63"	"2857"
"11.64"	"2931"
"11.65"	"2951"
"11.66"	"2917"
"11.67"	"2945"
"11.68"	"2944"
"11.69"	"3000"
"11.70"	"2982"
"11.71"	"2908"
"11.72"	"2966"
"11.73"	"3048"
