"Name"	"Measurement 1"
"Description"	""
"Date"	"2/25/2025 1:56:03 PM"
"Voltage(kV)"	"50"
"Current(uA)"	"74"
"Measurement time(s)"	"100"
"Dead time(%)"	"27.92"
"CountRate"	"152050.45"
"Processing Time"	"Process 2"
"Filter"	"None"
"Collimator"	"3 mm"
"Channel"	"4096"
"11.62"	"7893"
"11.63"	"7893"
"11.64"	"7981"
"11.65"	"7900"
"11.66"	"7752"
"11.67"	"7899"
"11.68"	"7821"
"11.69"	"7926"
"11.70"	"7925"
"11.71"	"7922"
"11.72"	"7902"
"11.73"	"7919"
"11.74"	"7974"
"11.75"	"7885"
"11.76"	"7709"
"11.77"	"7820"
"11.78"	"7984"
"11.79"	"8007"
"11.80"	"7942"
"11.81"	"7934"
"11.82"	"8084"
"11.83"	"8055"
"11.84"	"8042"
"11.85"	"7913"
"11.86"	"7945"
"11.87"	"7901"
"11.88"	"7965"
"11.89"	"7889"
"11.90"	"8004"
"11.91"	"8200"
"11.92"	"7981"
"11.93"	"8010"
"11.94"	"8034"
"11.95"	"7980"
